timestamp,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,vx,vy,vz,wx,wy,wz
1748023035.8972063,-0.002053082820351616,0.00720419784040735,0.0073489587173912446,0.9996733626260851,-0.002067724533324525,0.019352878167864414,0.016563776070987055,3.1085250827450275,-0.0387713251218205,-0.003495618912927888,-0.015241988989607309,0.07099260830359241,0.10144698357016653,0.0,0.0,0.0
1748023035.975014,-0.006522293104486114,0.024283680200416907,0.036453924739227414,0.9995194249096271,-0.0014927515363481203,0.020536839650024175,0.023171731449511537,3.0952770529349967,-0.04113471904411022,-0.002034042072474026,-0.05345055296140581,0.1897601161972227,0.3936557908357335,0.0,0.0,0.0
1748023036.0643642,-0.017830634608782377,0.0473881528546254,0.08610183407938447,0.9997772829503123,-0.0020818207550185675,0.004037831324873982,0.020609377405134313,3.1003868599170903,-0.00815976466952835,-0.003996423498172282,-0.1478795486848941,0.2637979082688078,0.5750640575458473,0.0,0.0,0.0
1748023036.1393225,-0.026931786856636906,0.07555372239453806,0.15420010063754797,0.9998285143024902,-0.0008508369340819913,-0.007818663792168242,0.016765636304417953,3.1080434481547052,0.015606749911094982,-0.001963792220765112,-0.05519690156620427,0.2954861480731759,0.7330709270472522,0.0,0.0,0.0
1748023036.2149923,-0.032698890980740164,0.10802836460431645,0.23142531270406283,0.9996752151750944,-0.0008555869169627466,-0.022387636502573,0.012146022702310579,3.1172434034591774,0.044754885894806584,-0.00225672119547735,-0.0185081396743636,0.348703781189251,0.7925412860196707,0.0,0.0,0.0
1748023036.2848105,-0.03024126998719943,0.141717466204746,0.3106980001905192,0.9995218774647788,-0.0011444552291874858,-0.0290790120557693,0.010445944158971921,3.120607200243149,0.058139055202416454,-0.0029002358451140995,0.07261049599659773,0.35521117802687235,0.80315519851338,0.0,0.0,0.0
1748023036.3507373,-0.019453290524575933,0.17922368595128557,0.3910159845546949,0.9995616990731021,-0.0008256330756071399,-0.029215996673780255,0.004706762632185846,3.1321187006437885,0.05843185522608699,-0.0019288610172152265,0.14655168895538848,0.38262698083850816,0.7831128945056905,0.0,0.0,0.0
1748023036.4208534,-0.0006103749568412086,0.2176049845341649,0.46634344369062664,0.9996307190072983,-0.001403214649592624,-0.027070537242381072,0.001908564646036325,3.13769524149711,0.054142172920899276,-0.0029129972932319622,0.23685298438768726,0.3973737042917151,0.7308129190545637,0.0,0.0,0.0
1748023036.4837196,0.024500712618515278,0.2558092602931054,0.5337115453766784,0.9996806624296257,-0.0015484005192592063,-0.025219560863518748,0.0003864840852648319,3.1407407485781955,0.050443207302441284,-0.0031192787711195953,0.2837915113128597,0.38668931438944837,0.6436327817977855,0.0,0.0,0.0
1748023036.5334053,0.0555219372840554,0.29524804498779944,0.5934798165867925,0.9997133879835698,-0.0013154943311730067,-0.023791167767188853,-0.0023220028748029346,-3.137007365087389,0.047592771835715524,-0.002522607346226656,0.33065237285414983,0.39462243337330044,0.5456082321326612,0.0,0.0,0.0
1748023036.592158,0.09043828142753854,0.3331037431490163,0.6410031144179907,0.9996870135212049,-0.0016610092681785343,-0.024914562630946817,-0.0015429239040958254,-3.138586801301069,0.04983928556414038,-0.0032481352202888302,0.37972177719794675,0.39296591194021296,0.4416169250284358,0.0,0.0,0.0
1748023036.644406,0.13129726870012837,0.37182629009046425,0.6796148190615717,0.999598016543426,-0.0013679437860641202,-0.02831320457576503,-0.0005445171236835267,-3.140579894875003,0.056635408154965074,-0.0027082994150359504,0.43526953342484476,0.3818258648773085,0.33611458481699347,0.0,0.0,0.0
1748023036.7238317,0.17677598450479148,0.40899860832773505,0.7084066989566078,0.9995302456406497,-0.001066864940459986,-0.030593464241937193,0.0014797953976402904,3.138563500535002,0.06119321180100099,-0.0022274426755395016,0.4958493731828781,0.3914650664569601,0.2663407325055009,0.0,0.0,0.0
1748023036.84368,0.23030407707012696,0.4483883412405762,0.7343384116401561,0.9994128459954973,-0.0006418057826890816,-0.03424917966373089,0.000738266130445306,3.1400694517016157,0.06851077515590362,-0.001336563809034224,0.5715264145209917,0.39816503682840226,0.2523364273193165,0.0,0.0,0.0
1748023036.9412131,0.2919039977488084,0.4888610855314322,0.761152899271311,0.9993556445385147,-0.0009096588617347762,-0.0358811811911528,-9.532099899818264e-05,-3.1414670903852695,0.07177791358192709,-0.0018159819956811841,0.6513567447514921,0.41172160572271016,0.27013927690958583,0.0,0.0,0.0
1748023037.0455132,0.36139548688612794,0.5298255304721141,0.7908431746196549,0.9992782335281273,-0.0005996088254104332,-0.037954997666792216,-0.0014389643067635562,-3.138754136084741,0.07592987096713225,-0.001092267676174134,0.7383527932075729,0.4095640861046916,0.3066598421528011,0.0,0.0,0.0
1748023037.173796,0.43929821871961394,0.5703481190043854,0.823704113658773,0.9992562273142114,-0.0005825713088051526,-0.038550147468484924,-0.0007341080284341149,-3.1401662056707282,0.07712022826092695,-0.0011109784501997792,0.8334648676817018,0.42369040533324415,0.3441173841918424,0.0,0.0,0.0
1748023037.2407916,0.5272949176989241,0.6130252781345699,0.8596939682548397,0.9993664165765231,-0.0007620767623183733,-0.0355722889005606,-0.0008927039726960411,-3.1398582039465848,0.07116090550477543,-0.0014633809453883171,0.9245201200917706,0.4239729303196933,0.3483996848110498,0.0,0.0,0.0
1748023037.3431106,0.6241839339221094,0.6562787326554425,0.8937435279325047,0.9996582783410154,-0.0008769782822872531,-0.026118849039594914,-0.0006026426936513833,-3.1404320075065324,0.052244668108865605,-0.0017242299980312803,1.0147209615071036,0.43767355844156225,0.32514270792413547,0.0,0.0,0.0
1748023037.4488873,0.7260214469877387,0.6995233038321615,0.9222446479312004,0.9998482261980987,-0.0012166397628640892,-0.01736308843634408,-0.0007533366809982627,-3.1401275741586008,0.03472972056877386,-0.0024082042271146155,1.0351519123703188,0.4484056470467155,0.2350878524080619,0.0,0.0,0.0
1748023037.5543723,0.8303468093713811,0.7450769117310345,0.9415546127928214,0.9999256173730062,-0.0009852410294903047,-0.01051037064659237,-0.0061091022415310624,-3.1293930675740973,0.021032766293535954,-0.0018423261601337206,1.0487234692675056,0.4562381908870569,0.14215400083674445,0.0,0.0,0.0
1748023037.648082,0.936181882862305,0.7896679147624927,0.9523489251979739,0.9999557596636067,-0.0018289813329159525,-0.005803405788093872,-0.007173146040745815,-3.1272667655602695,0.011632799547910102,-0.003574792966493692,1.062991851606304,0.4487823012871404,0.07075186126335273,0.0,0.0,0.0
1748023037.772046,1.0411238916667205,0.8333117737523454,0.9550684270708386,0.9999626783253994,-0.002057002394790851,-0.0033170548675206623,-0.007707648438252675,-3.12619062732877,0.006665620800916494,-0.0040628192956060245,1.0562454909163053,0.43896019450253904,0.003065633215468164,0.0,0.0,0.0
1748023037.8844452,1.1487113315997435,0.8776969670276362,0.9550598176039091,0.9999621270394673,-0.0020655186084145693,-0.003974540793133987,-0.007461979969580657,-3.126684651016698,0.007979690932802359,-0.004071705758132189,1.0460756373276499,0.4303826952668969,-0.005239966966528089,0.0,0.0,0.0
1748023037.9927404,1.2530308031913344,0.9192092614200831,0.9592520016304871,0.9999634518663558,-0.0026942051312692198,-0.006463366310200616,-0.004905210104901385,-3.131816443367358,0.012953053667890454,-0.005325276889613486,1.0716443434635718,0.42227104329819565,0.07486376531378218,0.0,0.0,0.0
1748023038.0973227,1.361494431877531,0.961527118788347,0.9717028718802283,0.9999800696853288,-0.0028199413762545564,-0.004422043994820936,-0.0035147815959568306,-3.134587837851746,0.008863850748780655,-0.0056089350581710416,1.1107206917629862,0.4387243616443156,0.17226154284982384,0.0,0.0,0.0
1748023038.196483,1.4740681377753648,1.0056880773934007,0.9961288306776451,0.9999816378933796,-0.00229147295495938,0.004808307249332075,-0.002890191891021499,-3.1357900396061544,-0.00960333993353459,-0.004610884571741053,1.1249000876588056,0.4418204784107329,0.31317301350464394,0.0,0.0,0.0
1748023038.3149807,1.5857858993511642,1.049864330913902,1.0369096002775153,0.9998634384551637,-0.001878124534065809,0.016417676341987965,-0.00019233403570927262,-3.141146128451547,-0.03283604653498299,-0.003764089398030872,1.0963653929933497,0.4432543572856714,0.47036713383591644,0.0,0.0,0.0
