timestamp,latitude,longitude,altitude,status,service
1748025993.223799,45.32604166666667,-75.6661395,61.39999999999999,2,1
1748025993.455381,45.32609333333333,-75.66615933333334,52.7,2,1
1748025993.6448736,45.32549,-75.66530033333333,89.7,1,1
1748025993.8258867,45.325557,-75.665404,81.39999999999999,1,1
1748025994.0253367,45.325576,-75.66542683333333,79.3,1,1
1748025994.2313378,45.32604466666667,-75.66610116666666,61.7,2,1
1748025994.4487107,45.326096666666665,-75.66611983333334,52.89999999999999,2,1
1748025994.63593,45.325497,-75.66526633333334,89.6,1,1
1748025994.8267677,45.3255635,-75.665369,81.3,1,1
1748025995.0337727,45.325581166666666,-75.66539066666667,79.2,1,1
1748025995.2272096,45.32605316666667,-75.6660715,61.3,2,1
1748025995.4648695,45.326103333333336,-75.6660885,52.3,2,1
1748025995.6439476,45.32549683333333,-75.6652265,88.89999999999999,1,1
1748025995.8295712,45.3255615,-75.66532816666667,80.8,1,1
1748025996.0195863,45.325578166666666,-75.66535016666667,78.6,1,1
1748025996.226822,45.326049833333336,-75.666033,60.89999999999999,2,1
1748025996.437484,45.326100333333336,-75.66605033333333,51.7,2,1
1748025996.6410465,45.325494,-75.66518833333333,88.7,1,1
1748025996.8412657,45.325559166666665,-75.6652915,80.3,1,1
1748025997.0230436,45.325575666666666,-75.6653135,78.2,1,1
1748025997.2255003,45.32604833333333,-75.66599916666667,60.599999999999994,2,1
1748025997.464941,45.3260975,-75.666017,51.599999999999994,2,1
1748025997.640654,45.325489833333336,-75.66515483333333,88.5,1,1
1748025997.8199234,45.325556,-75.66526016666667,80.2,1,1
1748025998.0243587,45.32557383333334,-75.66528383333333,78.0,1,1
1748025998.248945,45.326047833333334,-75.66597,60.39999999999999,2,1
1748025998.4452715,45.32609683333333,-75.66598933333333,51.5,2,1
1748025998.644105,45.325488166666666,-75.6651285,88.2,1,1
1748025998.826389,45.3255525,-75.66523366666667,79.89999999999999,1,1
1748025999.030515,45.32556966666667,-75.66525833333333,77.8,1,1
1748025999.2302408,45.32604033333333,-75.66594,60.599999999999994,2,1
1748025999.4617822,45.3260905,-75.66595933333333,51.599999999999994,2,1
1748025999.6456323,45.32548416666667,-75.6651005,88.3,1,1
1748025999.8266013,45.325547666666665,-75.66520816666667,79.8,1,1
1748026000.032594,45.325563,-75.665235,77.6,1,1
1748026000.2379186,45.32602583333333,-75.66590883333333,60.8,2,1
1748026000.4572465,45.326049166666664,-75.66591866666667,57.5,2,1
1748026000.6412187,45.325481833333335,-75.66509616666667,86.8,1,1
1748026000.8236303,45.325516,-75.66515266666667,82.5,1,1
1748026001.0439093,45.32552466666667,-75.665167,81.3,1,1
1748026001.2378006,45.326000666666665,-75.66586666666667,61.8,2,1
1748026001.460533,45.3260395,-75.66590266666667,57.5,2,1
1748026001.6474833,45.32547433333333,-75.66508166666667,87.0,1,1
1748026001.813325,45.325509,-75.66513933333333,82.6,1,1
1748026002.0545683,45.32551866666667,-75.66515466666667,81.39999999999999,1,1
1748026002.221827,45.32599366666667,-75.66585433333333,62.099999999999994,2,1
1748026002.4486024,45.32603316666667,-75.66589216666667,57.8,2,1
1748026002.6373718,45.3254695,-75.66507483333334,87.1,1,1
1748026002.8337507,45.325503833333336,-75.66513316666666,82.89999999999999,1,1
1748026003.0207856,45.32551316666667,-75.66514933333333,81.7,1,1
1748026003.2213674,45.32599,-75.66585016666667,62.39999999999999,2,1
1748026003.47684,45.326058,-75.66590566666666,52.2,2,1
1748026003.6286755,45.32545866666667,-75.66505966666666,88.2,1,1
1748026003.834069,45.325522666666664,-75.66516716666666,80.1,1,1
1748026004.0314884,45.3255395,-75.66519533333333,78.1,1,1
1748026004.2265866,45.326002333333335,-75.66586983333333,61.8,2,1
1748026004.4490244,45.326026,-75.66588183333333,58.7,2,1
1748026004.6504931,45.325461833333335,-75.66506433333333,87.6,1,1
1748026004.830576,45.325497166666665,-75.66512333333333,83.3,1,1
1748026005.0285466,45.32550716666667,-75.6651405,82.1,1,1
1748026005.2234416,45.3259835,-75.665839,62.8,2,1
1748026005.4477725,45.326022,-75.665877,58.8,2,1
1748026005.6390624,45.32545733333333,-75.66505883333333,87.5,1,1
1748026005.8254836,45.3254925,-75.66511733333333,83.3,1,1
1748026006.020338,45.325502166666666,-75.66513433333333,82.1,1,1
1748026006.2471244,45.32597766666667,-75.66583016666667,63.2,2,1
1748026006.4482994,45.326017,-75.66587033333333,59.099999999999994,2,1
1748026006.6377823,45.32545666666667,-75.66505866666667,87.5,1,1
1748026006.8222961,45.32549216666666,-75.6651165,83.2,1,1
1748026007.0262585,45.325502166666666,-75.66513283333333,82.0,1,1
1748026007.2178311,45.325978166666665,-75.66582833333334,63.099999999999994,2,1
1748026007.459285,45.32601733333333,-75.66586783333334,59.0,2,1
1748026007.6395497,45.325456833333334,-75.66505633333334,87.39999999999999,1,1
1748026007.8196812,45.325492,-75.665114,83.2,1,1
1748026008.0230358,45.32550233333333,-75.66513,81.89999999999999,1,1
1748026008.2314484,45.32597916666667,-75.66582883333334,62.8,2,1
1748026008.4466505,45.326017666666665,-75.66586833333334,58.8,2,1
1748026008.637557,45.32545266666666,-75.66504916666666,87.5,1,1
1748026008.8229282,45.32548933333333,-75.66510833333334,83.2,1,1
1748026009.0121684,45.32550033333333,-75.66512483333334,81.89999999999999,1,1
1748026009.2295809,45.32597766666667,-75.6658225,62.599999999999994,2,1
1748026009.460639,45.326017,-75.66586116666667,58.599999999999994,2,1
1748026009.6412735,45.32545483333333,-75.66504516666667,87.39999999999999,1,1
1748026009.8186486,45.32549016666667,-75.665103,83.0,1,1
1748026010.0231836,45.3255,-75.66511966666667,81.7,1,1
1748026010.2246966,45.32597533333333,-75.66581783333334,62.39999999999999,2,1
1748026010.4481244,45.32601433333333,-75.6658565,58.39999999999999,2,1
1748026010.6395273,45.325455166666664,-75.66504233333333,87.2,1,1
1748026010.8152492,45.32549066666667,-75.665099,82.89999999999999,1,1
1748026011.022262,45.325501333333335,-75.6651155,81.6,1,1
1748026011.247647,45.325978,-75.665817,62.2,2,1
1748026011.4629123,45.326016333333335,-75.66585583333334,58.39999999999999,2,1
1748026011.6457777,45.32545483333333,-75.665038,87.0,1,1
1748026011.8237596,45.32549083333333,-75.66509733333334,82.6,1,1
1748026012.022229,45.3255015,-75.66511416666667,81.3,1,1
1748026012.2296362,45.325979,-75.665816,61.599999999999994,2,1
1748026012.4577727,45.326016833333334,-75.6658495,58.599999999999994,2,1
1748026012.6382468,45.32545733333333,-75.66503533333334,86.89999999999999,1,1
1748026012.8375468,45.325487333333335,-75.66508283333333,83.5,1,1
1748026013.0206094,45.32549433333333,-75.66509416666666,82.7,1,1
1748026013.2285187,45.325977333333334,-75.665808,61.599999999999994,2,1
1748026013.4577448,45.32602266666667,-75.665855,58.099999999999994,2,1
1748026013.6451066,45.3254585,-75.66503416666667,86.7,1,1
1748026013.8188114,45.325488666666665,-75.66508133333333,83.39999999999999,1,1
1748026014.0249286,45.3254965,-75.66509166666667,82.6,1,1
1748026014.2252643,45.325979333333336,-75.665807,61.599999999999994,2,1
1748026014.4522476,45.3260245,-75.66585333333333,58.2,2,1
1748026014.6510465,45.325459,-75.66503016666667,87.39999999999999,1,1
1748026014.8240788,45.325488,-75.6650785,83.89999999999999,1,1
1748026015.0407202,45.325494666666664,-75.6650895,83.1,1,1
1748026015.21937,45.32598,-75.66580716666667,62.0,2,1
1748026015.462993,45.3260255,-75.66585366666666,58.5,2,1
1748026015.6443007,45.325458,-75.66502666666666,87.7,1,1
1748026015.8249383,45.325487333333335,-75.66507383333334,84.2,1,1
1748026016.0403779,45.325494166666665,-75.6650845,83.39999999999999,1,1
1748026016.2329376,45.32597416666667,-75.66579316666666,63.39999999999999,2,1
1748026016.4474208,45.326022333333334,-75.665848,58.89999999999999,2,1
1748026016.6394458,45.325456833333334,-75.66502433333333,87.6,1,1
1748026016.8330576,45.32549183333333,-75.665083,83.3,1,1
1748026017.0250113,45.325501333333335,-75.66510016666666,82.0,1,1
1748026017.2287114,45.32598216666667,-75.66581083333334,61.89999999999999,2,1
1748026017.460733,45.32601833333333,-75.66584483333334,59.099999999999994,2,1
1748026017.6499984,45.3254515,-75.66502116666666,87.5,1,1
1748026017.8197637,45.325480166666665,-75.66506883333334,84.1,1,1
1748026018.0109901,45.32548666666667,-75.6650795,83.3,1,1
1748026018.2242734,45.32596866666667,-75.665792,62.39999999999999,2,1
1748026018.4569178,45.32601433333333,-75.66584033333334,59.099999999999994,2,1
1748026018.6467755,45.3254505,-75.66501916666667,87.2,1,1
1748026018.8370607,45.325479,-75.6650655,83.89999999999999,1,1
1748026019.02736,45.32548533333333,-75.66507566666667,83.1,1,1
1748026019.2295628,45.325970166666664,-75.66578733333333,63.0,2,1
1748026019.4685984,45.326018833333336,-75.66584433333334,58.39999999999999,2,1
1748026019.6406791,45.325449,-75.66501583333333,87.1,1,1
1748026019.816213,45.325484,-75.66507416666667,82.8,1,1
1748026020.0232508,45.32549383333333,-75.66509066666667,81.6,1,1
1748026020.2366245,45.325980666666666,-75.66580816666666,61.3,2,1
1748026020.4539678,45.32601733333333,-75.6658415,58.39999999999999,2,1
1748026020.6388545,45.325448333333334,-75.665012,87.1,1,1
1748026020.8303645,45.325479,-75.665061,83.6,1,1
1748026021.0250506,45.325486,-75.66507166666666,82.8,1,1
1748026021.2311928,45.32596566666667,-75.66577666666667,63.2,2,1
1748026021.4620256,45.326013833333334,-75.66583283333334,58.599999999999994,2,1
1748026021.6302938,45.32544583333333,-75.665007,87.0,1,1
1748026021.8182623,45.3254805,-75.6650655,82.8,1,1
1748026022.0381517,45.32549,-75.66508216666666,81.5,1,1
1748026022.232735,45.325976833333335,-75.66580116666667,61.3,2,1
1748026022.4486465,45.326014666666666,-75.66583516666667,58.099999999999994,2,1
1748026022.6424823,45.3254455,-75.6650065,86.7,1,1
1748026022.8246953,45.32547433333333,-75.6650565,83.3,1,1
1748026023.023454,45.32548033333333,-75.665068,82.5,1,1
1748026023.2532437,45.32595516666667,-75.66576433333333,63.3,2,1
1748026023.4527292,45.32600266666667,-75.66582166666667,58.8,2,1
1748026023.6382873,45.3254405,-75.6650055,86.5,1,1
1748026023.816718,45.3254745,-75.66506466666667,82.39999999999999,1,1
1748026024.0335338,45.325484,-75.66508216666666,81.2,1,1
1748026024.2388947,45.32596516666667,-75.6657905,62.3,2,1
1748026024.4466894,45.326003666666665,-75.665831,58.39999999999999,2,1
1748026024.6407948,45.325436,-75.665004,86.7,1,1
1748026024.8395348,45.32547016666667,-75.66506316666667,82.6,1,1
1748026025.022983,45.3254805,-75.66508066666667,81.39999999999999,1,1
1748026025.2200356,45.325963333333334,-75.66578883333334,62.3,2,1
1748026025.4544747,45.326002333333335,-75.66582883333334,58.39999999999999,2,1
1748026025.6463208,45.32543533333333,-75.6650025,86.7,1,1
1748026025.8247364,45.32546966666666,-75.66506116666666,82.5,1,1
1748026026.0280406,45.32547916666667,-75.665078,81.3,1,1
1748026026.2250476,45.32596233333334,-75.6657895,62.099999999999994,2,1
1748026026.4489658,45.326002,-75.66582883333334,58.099999999999994,2,1
1748026026.6313848,45.3254325,-75.66499733333333,86.5,1,1
1748026026.818919,45.32546833333333,-75.665057,82.39999999999999,1,1
1748026027.0178447,45.325479,-75.665074,81.2,1,1
1748026027.2203333,45.325965333333336,-75.66578966666667,61.89999999999999,2,1
1748026027.4685779,45.326005333333335,-75.66582983333333,57.89999999999999,2,1
1748026027.6367261,45.32543366666667,-75.66499616666667,86.6,1,1
1748026027.8242524,45.32546933333333,-75.6650555,82.39999999999999,1,1
1748026028.038437,45.32547983333333,-75.66507266666666,81.2,1,1
1748026028.2220788,45.325963,-75.66578233333334,61.7,2,1
1748026028.4461153,45.32600466666667,-75.66582416666667,57.8,2,1
1748026028.6363745,45.325437,-75.66499366666666,86.39999999999999,1,1
1748026028.8075323,45.32547233333333,-75.66505266666667,82.2,1,1
1748026029.0244012,45.32548283333333,-75.6650695,81.0,1,1
1748026029.2371109,45.325966666666666,-75.6657795,61.8,2,1
1748026029.4587133,45.326008,-75.665821,58.0,2,1
1748026029.6384406,45.325439333333335,-75.664992,86.5,1,1
1748026029.8226933,45.325476,-75.665051,82.3,1,1
1748026030.0598867,45.32548666666667,-75.66506766666667,81.1,1,1
1748026030.222417,45.3259715,-75.66578066666666,62.0,2,1
1748026030.4529312,45.326010333333336,-75.66582033333333,58.3,2,1
1748026030.6344604,45.32544016666667,-75.664987,86.8,1,1
1748026030.8414924,45.32547516666666,-75.66504516666667,82.6,1,1
1748026031.0420003,45.3254855,-75.66506183333334,81.3,1,1
1748026031.2293792,45.32597116666667,-75.66577483333333,62.39999999999999,2,1
1748026031.455504,45.32601116666667,-75.66581533333333,58.5,2,1
1748026031.6417482,45.325443,-75.66498466666667,86.6,1,1
1748026031.832936,45.32547783333333,-75.66504333333333,82.39999999999999,1,1
1748026032.0269563,45.325487333333335,-75.66505983333333,81.2,1,1
1748026032.2320116,45.32597066666667,-75.66577083333334,62.3,2,1
1748026032.4377875,45.32600933333333,-75.66581083333334,58.39999999999999,2,1
1748026032.6423535,45.325442333333335,-75.66498083333333,86.3,1,1
1748026032.8282778,45.32547733333333,-75.6650405,82.1,1,1
1748026033.0265503,45.325487333333335,-75.665057,80.89999999999999,1,1
1748026033.2232676,45.325970166666664,-75.66576683333334,62.2,2,1
1748026033.4644012,45.326008333333334,-75.66580616666667,58.599999999999994,2,1
1748026033.6404245,45.325443,-75.664979,86.2,1,1
1748026033.832149,45.325477,-75.665038,82.0,1,1
1748026034.03045,45.3254865,-75.6650545,80.8,1,1
1748026034.2261388,45.3259705,-75.66576433333333,62.0,2,1
1748026034.4474366,45.32600933333333,-75.665805,58.39999999999999,2,1
1748026034.6458995,45.32544383333333,-75.664978,86.0,1,1
1748026034.8240385,45.325478,-75.665036,81.89999999999999,1,1
1748026035.030861,45.325487833333334,-75.66505266666667,80.7,1,1
1748026035.230312,45.32596683333333,-75.66575766666666,62.3,2,1
1748026035.4602396,45.326005,-75.66579766666666,58.599999999999994,2,1
1748026035.6402476,45.3254415,-75.66497383333333,86.3,1,1
1748026035.821615,45.325475,-75.66503233333333,82.2,1,1
1748026036.0165956,45.32548416666667,-75.665048,81.0,1,1
1748026036.2349813,45.3259655,-75.665757,62.5,2,1
1748026036.4471662,45.326003166666666,-75.66579566666667,59.0,2,1
1748026036.6377451,45.32543833333333,-75.66496733333334,86.5,1,1
1748026036.8344054,45.32547233333333,-75.665024,82.39999999999999,1,1
1748026037.0240169,45.32548233333333,-75.66503916666667,81.2,1,1
1748026037.2243502,45.325964,-75.66574716666666,62.7,2,1
1748026037.4628253,45.32600166666667,-75.66578616666666,59.39999999999999,2,1
1748026037.647197,45.32543833333333,-75.66495683333333,86.7,1,1
1748026037.8222294,45.32547233333333,-75.66501316666667,82.7,1,1
1748026038.022286,45.325481833333335,-75.66502816666667,81.5,1,1
1748026038.2299209,45.3259575,-75.66572483333333,63.2,2,1
1748026038.450878,45.325995,-75.66576333333333,59.7,2,1
1748026038.6430695,45.32543883333334,-75.6649465,86.7,1,1
1748026038.826863,45.3254725,-75.665001,82.7,1,1
1748026039.0393803,45.32548166666667,-75.66501416666667,81.5,1,1
1748026039.2362099,45.325958,-75.66571133333333,63.5,2,1
1748026039.4716384,45.3259955,-75.665749,60.0,2,1
1748026039.6442113,45.32543583333333,-75.6649275,87.39999999999999,1,1
1748026039.829174,45.3254685,-75.66498183333333,83.3,1,1
1748026040.022932,45.3254775,-75.66499516666667,82.2,1,1
1748026040.2319152,45.3259565,-75.66569783333334,63.89999999999999,2,1
1748026040.4463327,45.3259935,-75.665735,60.39999999999999,2,1
1748026040.6429765,45.3254295,-75.66490816666666,87.89999999999999,1,1
1748026040.8205872,45.325462,-75.66496166666667,83.89999999999999,1,1
1748026041.0268092,45.3254705,-75.66497416666667,82.8,1,1
1748026041.2981992,45.325949333333334,-75.66567683333334,64.6,2,1
1748026041.4493942,45.32598633333333,-75.66571333333333,61.099999999999994,2,1
1748026041.640027,45.3254235,-75.66488466666667,88.39999999999999,1,1
1748026041.8225882,45.325457,-75.66493783333334,84.3,1,1
1748026042.026883,45.325466,-75.66494866666666,83.2,1,1
1748026042.2247434,45.325948,-75.66565466666667,64.7,2,1
1748026042.4500968,45.325985833333334,-75.66568866666667,61.2,2,1
1748026042.6374958,45.3254195,-75.66485383333334,88.6,1,1
1748026042.8392255,45.32545266666666,-75.66490666666667,84.8,1,1
1748026043.0276423,45.32546216666667,-75.664918,83.7,1,1
1748026043.222175,45.32594116666667,-75.66561783333333,65.3,2,1
1748026043.4618306,45.325979,-75.66565216666666,61.7,2,1
1748026043.6380122,45.32541766666667,-75.664825,89.0,1,1
1748026043.8355966,45.32544983333333,-75.66487683333334,84.89999999999999,1,1
1748026044.0305274,45.32545733333333,-75.66488816666667,83.7,1,1
1748026044.2241392,45.325935333333334,-75.66559083333334,65.39999999999999,2,1
1748026044.444876,45.325972,-75.66562616666667,61.8,2,1
1748026044.6374853,45.325408833333334,-75.66479666666666,89.0,1,1
1748026044.8317566,45.3254415,-75.66484783333334,84.89999999999999,1,1
1748026045.0201342,45.325449666666664,-75.664858,83.8,1,1
1748026045.2378466,45.325928,-75.66555866666667,65.6,2,1
1748026045.458492,45.32596433333333,-75.665593,62.2,2,1
1748026045.656414,45.325402,-75.66476533333334,89.5,1,1
1748026045.826493,45.3254325,-75.664815,85.5,1,1
1748026046.0446382,45.3254395,-75.66482533333334,84.39999999999999,1,1
1748026046.2354639,45.325916166666666,-75.665526,66.3,2,1
1748026046.4487276,45.325951833333335,-75.66556066666666,62.7,2,1
1748026046.6414757,45.32538866666667,-75.66472966666667,90.0,1,1
1748026046.8141203,45.325419833333335,-75.66477933333333,85.89999999999999,1,1
1748026047.0250173,45.32542766666667,-75.66478816666667,84.7,1,1
1748026047.2331612,45.32590366666667,-75.66548583333334,66.3,2,1
1748026047.46978,45.325940833333334,-75.66551966666667,62.8,2,1
1748026047.651703,45.325377833333334,-75.66468966666666,89.89999999999999,1,1
1748026047.8483524,45.32540916666667,-75.6647385,85.7,1,1
1748026048.0325189,45.325417,-75.66474783333334,84.39999999999999,1,1
1748026048.22547,45.32589316666667,-75.66544266666666,66.2,2,1
1748026048.448846,45.325929,-75.66547633333333,62.89999999999999,2,1
1748026048.6360843,45.325371,-75.664651,89.3,1,1
1748026048.8431425,45.325403333333334,-75.66469966666666,85.3,1,1
1748026049.0204873,45.325411833333334,-75.66470766666667,84.2,1,1
1748026049.2297294,45.325888,-75.66540333333333,66.2,2,1
1748026049.457664,45.32592433333333,-75.66543566666667,62.8,2,1
1748026049.640518,45.32536133333333,-75.66460616666667,89.7,1,1
1748026049.8205578,45.325393166666665,-75.66465416666666,85.6,1,1
1748026050.0241458,45.32540133333333,-75.66466266666667,84.5,1,1
1748026050.2356842,45.32588166666667,-75.66536366666666,66.5,2,1
1748026050.4431598,45.3259175,-75.665396,63.099999999999994,2,1
1748026050.63497,45.32535433333334,-75.66456483333333,89.89999999999999,1,1
1748026050.8275206,45.32538516666666,-75.66461366666667,85.89999999999999,1,1
1748026051.0382,45.325391833333335,-75.66462166666666,84.8,1,1
1748026051.2433224,45.32587083333333,-75.66532433333333,66.6,2,1
1748026051.471697,45.3259055,-75.66535616666667,63.2,2,1
1748026051.65003,45.32534116666667,-75.66452333333334,89.8,1,1
1748026051.828802,45.32537166666667,-75.66457266666667,85.89999999999999,1,1
1748026052.0265777,45.32537833333333,-75.66458066666667,84.7,1,1
1748026052.214265,45.32585533333334,-75.66527866666667,66.6,2,1
1748026052.462961,45.32589,-75.66531116666667,63.3,2,1
1748026052.639716,45.325328999999996,-75.66448366666667,89.5,1,1
1748026052.8355463,45.3253585,-75.66453166666666,85.7,1,1
1748026053.0199084,45.325364666666665,-75.664539,84.6,1,1
1748026053.2236054,45.3258375,-75.66523016666666,66.89999999999999,2,1
1748026053.459494,45.32587216666667,-75.665261,63.5,2,1
1748026053.645434,45.325312833333335,-75.664436,90.3,1,1
1748026053.8233197,45.325342666666664,-75.664482,86.39999999999999,1,1
1748026054.0191205,45.32534916666667,-75.664488,85.3,1,1
1748026054.227542,45.32582466666667,-75.66518483333333,66.7,2,1
1748026054.4492197,45.325857,-75.66521083333333,64.2,2,1
1748026054.6368332,45.325297166666665,-75.66438566666666,90.7,1,1
1748026054.8336172,45.32531916666667,-75.66441916666666,87.8,1,1
1748026055.0244622,45.3253225,-75.66441883333333,87.2,1,1
1748026055.223676,45.3257995,-75.66511366666667,66.6,2,1
1748026055.4627054,45.32584333333333,-75.66515866666667,64.39999999999999,2,1
1748026055.6401453,45.32528383333333,-75.66433283333333,91.2,1,1
1748026055.8173454,45.325308,-75.66436466666667,88.0,1,1
1748026056.018299,45.325312333333336,-75.66436383333334,87.3,1,1
1748026056.229085,45.3257925,-75.6650665,67.3,2,1
1748026056.4492416,45.32583433333333,-75.6651045,64.8,2,1
1748026056.6461833,45.325274,-75.6642745,91.39999999999999,1,1
1748026056.8257113,45.3252995,-75.6643075,88.2,1,1
1748026057.03289,45.325304333333335,-75.6643055,87.5,1,1
1748026057.2380924,45.325791,-75.66501283333334,66.89999999999999,2,1
1748026057.4591932,45.325833333333335,-75.6650515,64.6,2,1
1748026057.6545815,45.32526716666667,-75.66420983333333,91.1,1,1
1748026057.818473,45.325294,-75.66424216666667,87.8,1,1
1748026058.0231612,45.32529983333333,-75.66424016666667,87.1,1,1
1748026058.2299614,45.32578816666667,-75.664953,66.89999999999999,2,1
1748026058.4525857,45.3258315,-75.66498933333334,64.3,2,1
1748026058.6401489,45.325269,-75.66414616666667,90.5,1,1
1748026058.8268242,45.32529683333333,-75.66417933333334,87.39999999999999,1,1
1748026059.02314,45.32530466666667,-75.66417783333333,86.7,1,1
1748026059.2356155,45.325794,-75.66489016666667,66.89999999999999,2,1
1748026059.4522274,45.32583966666667,-75.664927,64.3,2,1
1748026059.6560338,45.325279333333334,-75.66408566666667,90.6,1,1
1748026059.8290348,45.3253085,-75.66411816666667,87.6,1,1
1748026060.0167065,45.325317,-75.66411583333333,86.89999999999999,1,1
